game_pk,game_date_et,season,team_id,team_abbr,is_home,opp_sp_hand,ab,h,d,t3,hr,bb,hbp,sf,pa,obp,slg,runs_scored
717386,7/16/2023,2023,141,TOR,1,L,33,12,4,0,0,3,0,1,37,0.4054,0.4848,7
717379,7/16/2023,2023,142,MIN,0,L,32,6,1,0,2,3,1,0,36,0.2778,0.4063,5
717387,7/16/2023,2023,143,PHI,1,R,41,10,2,1,2,2,1,1,46,0.2889,0.4878,7
717391,7/16/2023,2023,144,ATL,1,R,32,5,0,0,0,3,1,0,36,0.25,0.1563,1
717391,7/16/2023,2023,145,CWS,0,L,38,14,1,0,2,2,0,0,41,0.4,0.5526,8
717384,7/16/2023,2023,146,MIA,0,R,35,8,4,0,0,1,1,0,37,0.2703,0.3429,4
717378,7/16/2023,2023,147,NYY,0,R,38,9,0,0,0,8,2,1,49,0.3878,0.2368,7
717383,7/16/2023,2023,158,MIL,0,R,34,9,1,0,1,5,0,1,40,0.35,0.3824,4
717369,7/17/2023,2023,108,LAA,1,R,36,9,2,0,2,8,1,0,45,0.4,0.4722,4
717372,7/17/2023,2023,110,BAL,1,R,32,7,2,1,1,4,0,0,36,0.3056,0.4375,4
717366,7/17/2023,2023,111,BOS,0,R,34,10,5,0,0,4,0,2,40,0.35,0.4412,7
717370,7/17/2023,2023,112,CHC,1,L,36,9,0,0,2,2,0,0,38,0.2895,0.4167,5
717375,7/17/2023,2023,113,CIN,1,R,32,4,1,0,2,1,0,0,33,0.1515,0.3438,2
717371,7/17/2023,2023,114,CLE,0,R,39,12,5,0,3,4,2,0,45,0.4,0.6667,11
717368,7/17/2023,2023,116,DET,0,R,31,5,2,0,0,4,1,0,36,0.2778,0.2258,3
717368,7/17/2023,2023,118,KC,1,R,32,6,0,0,0,2,0,0,34,0.2353,0.1875,2
717372,7/17/2023,2023,119,LAD,0,R,35,11,1,1,1,3,0,0,38,0.3684,0.4857,6
717370,7/17/2023,2023,120,WSH,0,L,36,11,3,0,2,1,2,1,40,0.35,0.5556,7
717366,7/17/2023,2023,133,ATH,1,L,27,1,0,0,0,3,1,0,31,0.1613,0.037,0
717371,7/17/2023,2023,134,PIT,1,R,31,4,2,0,0,3,0,0,34,0.2059,0.1935,0
717365,7/17/2023,2023,136,SEA,1,R,30,7,1,0,1,4,1,0,35,0.3429,0.3667,7
717375,7/17/2023,2023,137,SF,0,L,36,6,4,0,2,4,1,0,41,0.2683,0.4444,4
717374,7/17/2023,2023,138,STL,1,L,33,11,3,0,0,4,0,1,38,0.3947,0.4242,6
717367,7/17/2023,2023,139,TB,0,R,31,5,0,0,1,1,1,1,34,0.2059,0.2581,2
717367,7/17/2023,2023,140,TEX,1,L,31,6,2,0,1,1,0,0,32,0.2188,0.3548,3
717365,7/17/2023,2023,142,MIN,0,R,38,12,3,0,2,3,1,1,43,0.3721,0.5526,6
717374,7/17/2023,2023,146,MIA,0,R,38,12,2,0,2,1,1,0,40,0.35,0.5263,4
717369,7/17/2023,2023,147,NYY,0,R,35,8,1,0,0,6,0,1,42,0.3333,0.2571,3
717352,7/18/2023,2023,108,LAA,1,R,29,5,0,1,1,3,1,0,33,0.2727,0.3448,5
717358,7/18/2023,2023,109,AZ,0,R,45,16,3,1,3,3,1,0,50,0.4082,0.6667,16
717361,7/18/2023,2023,110,BAL,1,R,35,9,3,0,0,3,0,0,38,0.3158,0.3429,3
717349,7/18/2023,2023,111,BOS,0,R,32,5,2,0,0,1,0,0,33,0.1818,0.2188,0
717353,7/18/2023,2023,112,CHC,1,L,41,20,1,0,2,4,1,1,47,0.5319,0.6585,17
717364,7/18/2023,2023,114,CLE,0,R,40,13,2,0,3,2,0,0,42,0.3571,0.6,10
717355,7/18/2023,2023,115,COL,1,R,31,7,1,1,2,1,1,0,33,0.2727,0.5161,4
717356,7/18/2023,2023,116,DET,0,L,37,11,2,0,2,7,0,1,45,0.4,0.5135,10
717355,7/18/2023,2023,117,HOU,0,R,34,8,3,0,0,2,1,0,37,0.2973,0.3235,3
717356,7/18/2023,2023,118,KC,1,L,34,13,6,2,0,2,1,1,38,0.4211,0.6765,11
717361,7/18/2023,2023,119,LAD,0,R,43,13,2,0,1,8,1,0,52,0.4231,0.4186,10
717353,7/18/2023,2023,120,WSH,0,R,35,9,2,0,1,3,0,0,38,0.3158,0.4,3
717349,7/18/2023,2023,133,ATH,1,L,31,7,3,1,2,3,0,0,34,0.2941,0.5806,3
717364,7/18/2023,2023,134,PIT,1,L,31,5,0,0,1,1,0,0,32,0.1875,0.2581,1
717362,7/18/2023,2023,135,SD,0,R,35,9,3,0,4,7,0,2,44,0.3636,0.6857,9
717350,7/18/2023,2023,136,SEA,1,R,34,9,3,0,1,1,1,0,36,0.3056,0.4412,3
717360,7/18/2023,2023,137,SF,0,R,37,11,1,0,2,8,0,1,46,0.413,0.4865,11
717357,7/18/2023,2023,138,STL,1,R,34,6,1,0,2,6,0,0,40,0.3,0.3824,5
717354,7/18/2023,2023,139,TB,0,R,32,6,2,0,2,4,1,0,37,0.2973,0.4375,3
717354,7/18/2023,2023,140,TEX,1,R,32,8,1,0,2,4,0,0,36,0.3333,0.4688,5
717362,7/18/2023,2023,141,TOR,1,R,31,6,0,0,0,3,1,0,35,0.2857,0.1935,1
717350,7/18/2023,2023,142,MIN,0,R,40,14,1,1,4,5,1,1,47,0.4255,0.725,10
717363,7/18/2023,2023,143,PHI,1,R,35,12,1,1,1,2,0,0,37,0.3784,0.5143,4
717359,7/18/2023,2023,145,CWS,0,R,40,12,3,0,1,6,1,0,47,0.4043,0.45,10
717357,7/18/2023,2023,146,MIA,0,L,39,11,0,1,0,2,0,1,42,0.3095,0.3333,2
717352,7/18/2023,2023,147,NYY,0,L,29,2,0,0,1,3,0,0,32,0.1563,0.1724,1
717363,7/18/2023,2023,158,MIL,0,R,33,4,1,0,0,0,0,0,33,0.1212,0.1515,3
717339,7/19/2023,2023,108,LAA,1,L,30,6,1,0,2,11,0,0,41,0.4146,0.4333,7
717340,7/19/2023,2023,109,AZ,0,R,36,9,4,0,0,5,0,0,41,0.3415,0.3611,5
717343,7/19/2023,2023,110,BAL,1,L,32,10,5,0,1,4,0,1,37,0.3784,0.5625,8
717344,7/19/2023,2023,111,BOS,0,L,33,6,1,0,1,4,0,0,37,0.2703,0.303,5
717336,7/19/2023,2023,112,CHC,1,R,32,11,3,0,2,6,0,1,39,0.4359,0.625,8
717342,7/19/2023,2023,113,CIN,1,R,28,4,1,0,1,0,0,0,28,0.1429,0.2857,3
717348,7/19/2023,2023,114,CLE,0,L,36,10,3,0,1,1,0,0,38,0.2973,0.4444,5
717345,7/19/2023,2023,115,COL,1,R,28,2,0,0,1,4,1,0,33,0.2121,0.1786,1
717333,7/19/2023,2023,116,DET,0,L,35,8,1,0,1,1,0,0,36,0.25,0.3429,3
717345,7/19/2023,2023,117,HOU,0,L,35,8,2,0,1,1,0,0,36,0.25,0.3714,4
717333,7/19/2023,2023,118,KC,1,L,31,5,2,0,0,2,2,0,35,0.2571,0.2258,2
717343,7/19/2023,2023,119,LAD,0,R,33,7,1,0,2,4,0,0,37,0.2973,0.4242,5
717336,7/19/2023,2023,120,WSH,0,R,36,10,1,0,1,0,2,0,39,0.3158,0.3889,3
717341,7/19/2023,2023,121,NYM,1,R,27,5,1,0,1,5,1,1,34,0.3235,0.3333,5
717344,7/19/2023,2023,133,ATH,1,R,32,10,2,0,3,3,1,0,36,0.3889,0.6563,6
717348,7/19/2023,2023,134,PIT,1,R,33,9,1,0,0,4,0,0,37,0.3514,0.303,7
717338,7/19/2023,2023,135,SD,0,R,35,8,1,0,0,4,1,0,40,0.325,0.2571,2
717335,7/19/2023,2023,136,SEA,1,R,31,5,0,0,2,0,1,0,32,0.1875,0.3548,3
717342,7/19/2023,2023,137,SF,0,R,31,6,1,0,1,2,2,0,35,0.2857,0.3226,2
717351,7/19/2023,2023,138,STL,1,R,34,11,1,0,1,3,0,0,37,0.3784,0.4412,6
717346,7/19/2023,2023,139,TB,0,R,33,10,1,0,1,1,0,0,34,0.3235,0.4242,1
717346,7/19/2023,2023,140,TEX,1,R,33,9,2,0,2,2,1,0,36,0.3333,0.5152,5
717338,7/19/2023,2023,141,TOR,1,R,33,6,0,0,0,3,1,0,37,0.2703,0.1818,0
717335,7/19/2023,2023,142,MIN,0,R,36,9,0,0,3,6,0,0,42,0.3571,0.5,6
717347,7/19/2023,2023,143,PHI,1,R,34,7,1,0,1,0,0,0,34,0.2059,0.3235,3
717340,7/19/2023,2023,144,ATL,1,R,30,4,1,1,2,2,0,0,32,0.1875,0.4333,3
717341,7/19/2023,2023,145,CWS,0,R,30,3,0,0,1,1,0,0,31,0.129,0.2,1
717351,7/19/2023,2023,146,MIA,0,R,37,12,2,0,1,1,0,0,38,0.3421,0.4595,4
717339,7/19/2023,2023,147,NYY,0,R,35,8,1,0,2,3,1,0,39,0.3077,0.4286,3
717347,7/19/2023,2023,158,MIL,0,L,37,10,5,0,0,3,0,0,40,0.325,0.4054,5
717337,7/20/2023,2023,109,AZ,0,R,33,6,0,1,3,2,1,0,36,0.25,0.5152,5
717328,7/20/2023,2023,110,BAL,0,R,33,6,0,1,0,0,0,2,36,0.1714,0.2424,4
717322,7/20/2023,2023,112,CHC,1,L,33,6,2,2,0,4,1,0,38,0.2895,0.3636,2
717334,7/20/2023,2023,113,CIN,1,R,33,12,4,0,1,4,0,0,37,0.4324,0.5758,5
717332,7/20/2023,2023,116,DET,0,R,31,6,0,1,0,4,0,1,36,0.2778,0.2581,3
717323,7/20/2023,2023,117,HOU,0,L,32,5,1,0,1,2,0,0,34,0.2059,0.2813,3
717332,7/20/2023,2023,118,KC,1,R,29,4,2,0,0,1,0,0,30,0.1667,0.2069,0
717330,7/20/2023,2023,121,NYM,1,R,30,4,1,0,1,5,0,0,35,0.2571,0.2667,2
717323,7/20/2023,2023,133,ATH,1,R,30,6,2,0,0,2,0,0,33,0.25,0.2667,1
717331,7/20/2023,2023,135,SD,0,R,30,6,0,0,0,3,1,0,34,0.2941,0.2,0
717327,7/20/2023,2023,136,SEA,1,R,32,8,1,0,2,2,3,0,37,0.3514,0.4688,5
717334,7/20/2023,2023,137,SF,0,L,28,2,1,0,1,2,0,0,30,0.1333,0.2143,1
717322,7/20/2023,2023,138,STL,0,R,35,10,4,0,2,7,0,0,42,0.4048,0.5714,7
717328,7/20/2023,2023,139,TB,1,R,36,9,2,0,0,3,2,0,41,0.3415,0.3056,3
717331,7/20/2023,2023,141,TOR,1,L,29,9,0,0,2,8,1,0,38,0.4737,0.5172,4
717327,7/20/2023,2023,142,MIN,0,R,31,5,0,1,0,0,1,0,32,0.1875,0.2258,0
717329,7/20/2023,2023,143,PHI,1,R,29,2,0,0,0,2,1,0,32,0.1563,0.069,0
717337,7/20/2023,2023,144,ATL,1,R,31,8,2,1,4,1,0,0,32,0.2813,0.7742,7
717330,7/20/2023,2023,145,CWS,0,L,33,9,2,1,0,2,0,2,37,0.2973,0.3939,6
717329,7/20/2023,2023,158,MIL,0,R,33,8,2,0,1,3,0,0,36,0.3056,0.3939,4
717312,7/21/2023,2023,108,LAA,1,R,30,6,1,0,4,5,1,0,36,0.3333,0.6333,8
717321,7/21/2023,2023,109,AZ,0,R,34,7,1,1,3,4,0,0,38,0.2895,0.5588,6
717320,7/21/2023,2023,110,BAL,0,R,29,2,1,0,0,2,0,0,31,0.129,0.1034,0
717324,7/21/2023,2023,111,BOS,1,R,33,8,1,1,0,3,0,1,37,0.2973,0.3333,4
717325,7/21/2023,2023,112,CHC,1,R,33,9,2,0,2,1,0,0,34,0.2941,0.5152,4
717321,7/21/2023,2023,113,CIN,1,L,33,9,2,0,1,7,2,0,42,0.4286,0.4242,9
717315,7/21/2023,2023,114,CLE,1,L,36,13,3,0,0,3,0,0,40,0.4103,0.4444,6
717319,7/21/2023,2023,115,COL,0,L,36,9,1,0,3,3,1,0,40,0.325,0.5278,6
717317,7/21/2023,2023,116,DET,1,R,33,8,0,1,2,3,0,1,37,0.2973,0.4848,4
717310,7/21/2023,2023,117,HOU,0,L,36,9,0,0,4,1,0,0,37,0.2703,0.5833,6
717318,7/21/2023,2023,118,KC,0,R,36,9,3,0,2,1,1,0,38,0.2895,0.5,4
717316,7/21/2023,2023,119,LAD,0,L,37,13,4,0,1,8,1,0,47,0.4783,0.5405,11
717326,7/21/2023,2023,120,WSH,1,L,30,7,3,0,2,2,1,0,33,0.303,0.5333,5
717324,7/21/2023,2023,121,NYM,0,R,38,13,3,0,2,0,0,0,39,0.3421,0.5789,5
717310,7/21/2023,2023,133,ATH,1,L,32,7,2,0,0,5,1,1,39,0.3333,0.2813,4
717312,7/21/2023,2023,134,PIT,0,R,35,8,1,0,4,1,1,0,37,0.2703,0.6,5
717317,7/21/2023,2023,135,SD,0,R,36,9,2,1,2,2,0,0,38,0.2895,0.5278,5
717311,7/21/2023,2023,136,SEA,1,L,34,10,2,0,0,5,0,0,40,0.3846,0.3529,3
717326,7/21/2023,2023,137,SF,0,R,31,5,0,0,2,2,0,0,33,0.2121,0.3548,3
717325,7/21/2023,2023,138,STL,0,L,34,7,0,0,0,5,2,0,41,0.3415,0.2059,3
717320,7/21/2023,2023,139,TB,1,R,31,7,2,0,2,1,0,0,32,0.25,0.4839,3
717316,7/21/2023,2023,140,TEX,1,R,26,4,2,0,2,8,0,2,36,0.3333,0.4615,5
717311,7/21/2023,2023,141,TOR,0,R,32,6,0,0,1,6,0,0,38,0.3158,0.2813,2
717314,7/21/2023,2023,142,MIN,1,R,32,9,1,0,4,4,1,0,37,0.3784,0.6875,9
717315,7/21/2023,2023,143,PHI,0,R,34,8,0,1,2,8,0,0,42,0.381,0.4706,5
717313,7/21/2023,2023,144,ATL,0,R,32,6,1,0,2,3,1,1,37,0.2703,0.4063,6
717314,7/21/2023,2023,145,CWS,0,R,35,8,2,0,2,2,0,0,37,0.2703,0.4571,4
717319,7/21/2023,2023,146,MIA,1,R,34,7,1,0,0,2,0,0,36,0.25,0.2353,1
717318,7/21/2023,2023,147,NYY,1,R,29,5,0,0,3,2,2,0,33,0.2727,0.4828,5
717313,7/21/2023,2023,158,MIL,1,R,30,6,2,0,1,5,0,0,35,0.3143,0.3667,4
717297,7/22/2023,2023,108,LAA,1,L,30,5,1,0,0,3,2,0,35,0.2857,0.2,0
717303,7/22/2023,2023,109,AZ,0,L,30,5,3,0,1,1,0,0,32,0.1935,0.3667,2
717300,7/22/2023,2023,110,BAL,0,L,33,7,3,0,0,5,0,0,39,0.3158,0.303,6
717309,7/22/2023,2023,111,BOS,1,R,33,10,0,0,5,3,0,0,36,0.3611,0.7576,8
717308,7/22/2023,2023,112,CHC,1,R,38,15,3,0,0,5,1,0,44,0.4773,0.4737,8
717303,7/22/2023,2023,113,CIN,1,R,31,6,1,0,3,1,1,0,33,0.2424,0.5161,4
717302,7/22/2023,2023,114,CLE,1,R,28,5,0,0,0,1,0,0,29,0.2069,0.1786,1
717306,7/22/2023,2023,115,COL,0,R,32,6,1,0,1,1,2,0,35,0.2571,0.3125,4
717299,7/22/2023,2023,116,DET,1,L,35,8,1,0,0,2,0,0,37,0.2703,0.2571,3
717295,7/22/2023,2023,117,HOU,0,R,32,6,1,0,1,5,0,0,37,0.2973,0.3125,1
717304,7/22/2023,2023,118,KC,0,R,33,7,0,0,1,2,0,0,35,0.2571,0.303,2
717305,7/22/2023,2023,119,LAD,0,R,41,18,3,0,5,7,0,1,49,0.5102,0.878,16
717307,7/22/2023,2023,120,WSH,1,R,37,14,1,1,1,2,1,0,40,0.425,0.5405,10
717309,7/22/2023,2023,121,NYM,0,L,35,8,1,1,0,1,0,0,36,0.25,0.3143,6
717295,7/22/2023,2023,133,ATH,1,R,28,6,0,0,2,8,0,0,36,0.3889,0.4286,4
717297,7/22/2023,2023,134,PIT,0,L,34,7,3,0,1,3,1,0,38,0.2895,0.3824,3
717299,7/22/2023,2023,135,SD,0,R,43,18,3,1,3,5,0,1,49,0.4694,0.7442,14
717301,7/22/2023,2023,136,SEA,1,R,33,9,3,0,4,0,2,0,35,0.3143,0.7273,9
717307,7/22/2023,2023,137,SF,0,R,29,5,2,0,0,3,0,1,33,0.2424,0.2414,1
717308,7/22/2023,2023,138,STL,0,R,36,10,2,0,2,5,0,1,42,0.3571,0.5,6
717300,7/22/2023,2023,139,TB,1,R,31,7,1,0,0,4,0,0,35,0.3143,0.2581,5
717305,7/22/2023,2023,140,TEX,1,R,35,9,1,1,1,1,1,0,37,0.2973,0.4286,3
717301,7/22/2023,2023,141,TOR,0,R,41,14,1,0,3,4,1,0,46,0.413,0.5854,8
717293,7/22/2023,2023,142,MIN,1,R,29,6,3,0,0,4,0,0,33,0.303,0.3103,3
717302,7/22/2023,2023,143,PHI,0,R,28,2,1,0,0,1,1,0,30,0.1333,0.1071,0
717296,7/22/2023,2023,144,ATL,0,R,33,7,0,0,1,5,0,0,38,0.3158,0.303,3
717293,7/22/2023,2023,145,CWS,0,R,36,10,1,0,0,3,0,0,39,0.3333,0.3056,2
717306,7/22/2023,2023,146,MIA,1,R,33,9,1,1,0,2,0,1,36,0.3056,0.3636,3
717304,7/22/2023,2023,147,NYY,1,R,30,8,1,0,2,2,0,1,33,0.303,0.5,5
717296,7/22/2023,2023,158,MIL,1,R,30,8,2,0,0,2,0,2,34,0.2941,0.3333,4
717278,7/23/2023,2023,108,LAA,1,R,33,10,2,0,4,1,0,1,35,0.3143,0.7273,7
717289,7/23/2023,2023,109,AZ,0,R,35,10,1,1,1,5,1,0,41,0.3902,0.4571,3
717291,7/23/2023,2023,110,BAL,0,R,35,8,3,0,2,2,0,0,38,0.2703,0.4857,5
717298,7/23/2023,2023,111,BOS,1,R,35,15,2,0,1,2,1,0,38,0.4737,0.5714,6
717286,7/23/2023,2023,112,CHC,1,L,31,7,3,0,1,2,1,1,35,0.2857,0.4194,7
717289,7/23/2023,2023,113,CIN,1,R,33,13,1,0,2,2,0,0,35,0.4286,0.6061,7
717283,7/23/2023,2023,114,CLE,1,R,37,9,0,0,3,3,0,0,41,0.3,0.4865,5
717292,7/23/2023,2023,115,COL,0,L,36,7,1,0,2,4,0,0,40,0.275,0.3889,2
717288,7/23/2023,2023,116,DET,1,R,30,8,0,0,2,1,0,0,31,0.2903,0.4667,3
717279,7/23/2023,2023,117,HOU,0,R,31,5,0,0,2,6,2,0,39,0.3333,0.3548,3
717294,7/23/2023,2023,118,KC,0,R,37,12,2,0,4,0,0,0,37,0.3243,0.7027,5
717284,7/23/2023,2023,119,LAD,0,L,34,8,3,0,1,2,0,0,36,0.2778,0.4118,4
717290,7/23/2023,2023,120,WSH,1,L,34,11,2,0,1,2,0,1,37,0.3514,0.4706,6
717298,7/23/2023,2023,121,NYM,0,L,32,6,0,0,0,3,1,0,36,0.2778,0.1875,1
717279,7/23/2023,2023,133,ATH,1,R,31,7,2,0,1,3,1,0,36,0.3143,0.3871,2
717278,7/23/2023,2023,134,PIT,0,L,37,10,3,0,1,3,0,0,40,0.325,0.4324,5
717288,7/23/2023,2023,135,SD,0,R,29,3,2,0,0,5,0,0,34,0.2353,0.1724,1
717281,7/23/2023,2023,136,SEA,1,R,31,5,0,0,1,5,2,0,39,0.3158,0.2581,3
717290,7/23/2023,2023,137,SF,0,L,30,6,1,0,1,5,0,0,35,0.3143,0.3333,1
717286,7/23/2023,2023,138,STL,0,R,35,9,1,0,0,3,0,0,38,0.3158,0.2857,2
717291,7/23/2023,2023,139,TB,1,R,30,3,0,0,1,6,2,0,38,0.2895,0.2,3
717284,7/23/2023,2023,140,TEX,1,R,33,9,4,0,0,5,0,0,38,0.3684,0.3939,8
717281,7/23/2023,2023,141,TOR,0,R,30,6,1,0,2,2,2,0,35,0.2941,0.4333,4
717283,7/23/2023,2023,143,PHI,0,R,36,8,1,1,0,7,0,1,44,0.3409,0.3056,8
717287,7/23/2023,2023,144,ATL,0,R,33,7,2,0,2,0,1,0,34,0.2353,0.4545,4
717285,7/23/2023,2023,145,CWS,0,R,45,11,1,0,2,0,0,0,45,0.2444,0.4,4
717292,7/23/2023,2023,146,MIA,1,L,32,7,2,0,0,3,0,1,37,0.2778,0.2813,3
717294,7/23/2023,2023,147,NYY,1,R,31,11,2,0,2,4,0,1,37,0.4167,0.6129,8
717287,7/23/2023,2023,158,MIL,1,R,31,7,0,0,1,3,0,1,35,0.2857,0.3226,2
717268,7/24/2023,2023,109,AZ,1,R,36,10,1,0,1,5,1,1,44,0.3721,0.3889,6
717280,7/24/2023,2023,110,BAL,0,L,33,5,1,0,2,1,0,0,34,0.1765,0.3636,3
717273,7/24/2023,2023,113,CIN,0,R,32,6,0,0,1,1,0,0,33,0.2121,0.2813,2
717277,7/24/2023,2023,114,CLE,1,L,36,10,3,0,0,1,0,0,37,0.2973,0.3611,3
717282,7/24/2023,2023,115,COL,0,L,38,16,2,0,1,5,1,0,44,0.5,0.5526,10
717274,7/24/2023,2023,117,HOU,1,R,33,9,2,0,1,7,0,2,42,0.381,0.4242,10
717277,7/24/2023,2023,118,KC,0,L,35,7,2,0,2,0,1,0,36,0.2222,0.4286,5
717271,7/24/2023,2023,119,LAD,1,R,39,7,2,0,2,7,0,0,46,0.3043,0.3846,3
717282,7/24/2023,2023,120,WSH,1,R,32,7,3,0,1,3,2,0,37,0.3243,0.4063,6
717276,7/24/2023,2023,134,PIT,0,R,38,13,2,0,4,6,0,0,44,0.4318,0.7105,8
717276,7/24/2023,2023,135,SD,1,R,32,6,2,0,2,4,0,0,36,0.2778,0.4375,4
717275,7/24/2023,2023,136,SEA,0,R,38,9,2,0,2,2,0,0,40,0.275,0.4474,3
717268,7/24/2023,2023,138,STL,0,R,36,12,2,0,2,5,0,1,42,0.4048,0.5556,10
717274,7/24/2023,2023,140,TEX,0,R,36,10,0,0,2,7,0,1,44,0.3864,0.4444,9
717271,7/24/2023,2023,141,TOR,0,R,44,13,2,0,1,3,0,0,47,0.3404,0.4091,6
717275,7/24/2023,2023,142,MIN,1,R,33,8,2,1,0,3,0,0,37,0.3056,0.3636,4
717280,7/24/2023,2023,143,PHI,1,R,31,7,0,0,0,4,0,1,36,0.3056,0.2258,2
717273,7/24/2023,2023,158,MIL,1,R,29,7,1,0,1,8,0,0,37,0.4054,0.3793,3
717265,7/25/2023,2023,108,LAA,0,L,39,12,3,1,0,4,0,1,44,0.3636,0.4359,7
717259,7/25/2023,2023,109,AZ,1,L,32,8,2,2,0,2,0,0,34,0.2941,0.4375,3
717267,7/25/2023,2023,110,BAL,0,R,34,8,3,0,1,5,0,0,39,0.3333,0.4118,3
717261,7/25/2023,2023,111,BOS,1,R,34,12,0,0,1,6,2,0,42,0.4762,0.4412,7
717263,7/25/2023,2023,112,CHC,0,R,39,13,1,0,4,1,0,1,41,0.3415,0.6667,7
717262,7/25/2023,2023,113,CIN,0,R,33,6,0,0,1,3,2,0,38,0.2895,0.2727,4
717260,7/25/2023,2023,114,CLE,1,R,32,8,2,1,2,0,0,0,32,0.25,0.5625,5
717269,7/25/2023,2023,115,COL,0,R,39,15,1,0,1,0,0,0,39,0.3846,0.4872,5
717265,7/25/2023,2023,116,DET,1,R,43,12,3,0,1,1,0,0,44,0.2955,0.4186,6
717255,7/25/2023,2023,117,HOU,1,R,31,8,2,0,2,1,0,1,33,0.2727,0.5161,4
717260,7/25/2023,2023,118,KC,0,R,30,5,0,0,0,2,0,0,32,0.2188,0.1667,1
717256,7/25/2023,2023,119,LAD,1,R,38,12,2,0,2,5,0,1,44,0.3864,0.5263,8
717269,7/25/2023,2023,120,WSH,1,L,33,10,3,0,2,2,0,0,35,0.3429,0.5758,6
717266,7/25/2023,2023,121,NYM,0,R,39,12,5,0,3,3,1,0,43,0.3721,0.6667,9
717272,7/25/2023,2023,133,ATH,0,R,31,5,1,0,0,1,1,0,34,0.2121,0.1935,1
717258,7/25/2023,2023,134,PIT,0,L,30,3,1,0,0,7,0,0,37,0.2703,0.1333,1
717258,7/25/2023,2023,135,SD,1,L,34,11,2,0,3,2,1,0,37,0.3784,0.6471,5
717264,7/25/2023,2023,136,SEA,0,R,35,10,4,0,3,4,1,1,41,0.3659,0.6571,9
717272,7/25/2023,2023,137,SF,1,R,28,4,2,0,0,4,0,1,33,0.2424,0.2143,2
717259,7/25/2023,2023,138,STL,0,R,32,5,1,0,0,4,0,0,36,0.25,0.1875,1
717270,7/25/2023,2023,139,TB,1,R,30,9,3,0,1,2,0,0,32,0.3438,0.5,4
717255,7/25/2023,2023,140,TEX,0,R,33,9,1,0,1,3,0,0,36,0.3333,0.3939,3
717256,7/25/2023,2023,141,TOR,0,L,39,12,5,0,1,7,1,1,48,0.4167,0.5128,7
717264,7/25/2023,2023,142,MIN,1,R,33,8,1,2,2,5,0,1,39,0.3333,0.5758,7
717267,7/25/2023,2023,143,PHI,1,R,34,8,2,0,1,0,0,0,34,0.2353,0.3824,4
717261,7/25/2023,2023,144,ATL,0,R,34,9,0,0,0,3,1,0,38,0.3421,0.2647,1
717263,7/25/2023,2023,145,CWS,1,R,31,5,2,0,0,2,0,1,34,0.2059,0.2258,3
717270,7/25/2023,2023,146,MIA,0,R,28,2,0,0,0,2,0,0,30,0.1333,0.0714,1
717266,7/25/2023,2023,147,NYY,1,R,31,5,1,0,0,8,1,1,41,0.3415,0.1935,3
717262,7/25/2023,2023,158,MIL,1,L,35,10,1,0,1,4,1,0,40,0.375,0.4,3
717247,7/26/2023,2023,108,LAA,0,R,40,13,1,1,4,4,0,0,44,0.3864,0.7,11
717244,7/26/2023,2023,109,AZ,1,R,41,15,4,1,2,3,0,1,45,0.4,0.6585,7
717245,7/26/2023,2023,110,BAL,0,L,34,8,2,0,1,1,0,0,35,0.2571,0.3824,4
717242,7/26/2023,2023,111,BOS,1,R,32,8,1,0,3,2,0,0,34,0.2941,0.5625,5
717240,7/26/2023,2023,112,CHC,0,R,37,10,1,0,2,6,3,0,46,0.413,0.4595,10
717254,7/26/2023,2023,113,CIN,0,R,32,6,2,0,0,0,0,0,32,0.1875,0.25,0
717249,7/26/2023,2023,114,CLE,1,R,32,9,0,0,3,8,1,0,41,0.439,0.5625,8
717257,7/26/2023,2023,115,COL,0,R,33,6,1,0,3,2,0,0,35,0.2286,0.4848,4
717247,7/26/2023,2023,116,DET,1,L,32,7,1,0,0,5,1,0,38,0.3421,0.25,4
717239,7/26/2023,2023,117,HOU,1,L,32,6,2,0,2,4,1,0,37,0.2973,0.4375,5
717249,7/26/2023,2023,118,KC,0,R,38,12,4,0,1,4,0,0,42,0.381,0.5,3
717253,7/26/2023,2023,119,LAD,1,L,33,8,1,0,0,3,1,0,37,0.3243,0.2727,1
717257,7/26/2023,2023,120,WSH,1,R,30,5,0,0,0,5,2,0,37,0.3243,0.1667,5
717248,7/26/2023,2023,121,NYM,0,L,30,4,1,0,0,3,1,1,35,0.2286,0.1667,1
717251,7/26/2023,2023,133,ATH,0,R,33,8,1,0,0,2,0,0,35,0.2857,0.2727,3
717246,7/26/2023,2023,134,PIT,0,R,32,5,0,0,3,0,1,0,33,0.1818,0.4375,3
717246,7/26/2023,2023,135,SD,1,R,29,4,1,0,0,5,2,0,36,0.3056,0.1724,2
717250,7/26/2023,2023,136,SEA,0,R,36,10,3,0,3,4,0,0,40,0.35,0.6111,8
717244,7/26/2023,2023,138,STL,0,R,40,15,2,0,5,3,0,0,43,0.4186,0.8,11
717252,7/26/2023,2023,139,TB,1,R,31,5,1,0,0,1,0,0,32,0.1875,0.1935,1
717239,7/26/2023,2023,140,TEX,0,L,43,17,1,1,4,4,1,0,48,0.4583,0.7442,13
717253,7/26/2023,2023,141,TOR,0,R,35,11,1,0,2,5,1,1,42,0.4048,0.5143,8
717250,7/26/2023,2023,142,MIN,1,R,39,12,3,0,4,0,0,0,39,0.3077,0.6923,7
